timestamp,src_ip,dst_ip,protocol,src_bytes,dst_bytes,src_port,dst_port,duration,count,srv_count,dst_host_count,dst_host_srv_count,logged_in
1744263042.366592,0.0.0.0,0.0.0.0,udp,91,0,51756,443,0,227,55,227,55,0
1744263042.3775342,0.0.0.0,0.0.0.0,udp,87,0,443,51756,0,227,26,227,26,0
1744263042.5761025,0.0.0.0,0.0.0.0,udp,91,0,51756,443,0,227,55,227,55,0
1744263042.5844786,0.0.0.0,0.0.0.0,udp,87,0,443,51756,0,227,26,227,26,0
1744263042.7859488,0.0.0.0,0.0.0.0,udp,91,0,51756,443,0,227,55,227,55,0
1744263042.7949653,0.0.0.0,0.0.0.0,udp,87,0,443,51756,0,227,26,227,26,0
1744263042.9968922,0.0.0.0,0.0.0.0,udp,91,0,51756,443,0,227,55,227,55,0
1744263043.003201,0.0.0.0,0.0.0.0,udp,87,0,443,51756,0,227,26,227,26,0
1744263043.1668842,192.168.1.6,13.127.247.216,tcp,66,0,44424,8081,0,47,42,47,42,0
1744263043.167882,192.168.1.6,13.127.247.216,tcp,66,0,44426,8081,0,47,42,47,42,0
1744263043.168905,192.168.1.6,13.127.247.216,tcp,66,0,44423,8081,0,47,42,47,42,0
1744263043.169899,192.168.1.6,13.127.247.216,tcp,66,0,44425,8081,0,47,42,47,42,0
1744263043.169899,192.168.1.6,13.127.247.216,tcp,66,0,44427,8081,0,47,42,47,42,0
1744263043.1708965,192.168.1.6,13.127.247.216,tcp,66,0,44428,8081,0,47,42,47,42,0
1744263043.1708965,192.168.1.6,13.127.247.216,tcp,66,0,44429,8081,0,47,42,47,42,0
1744263043.1718957,192.168.1.6,13.127.247.216,tcp,66,0,44430,8081,0,47,42,47,42,0
1744263043.172896,192.168.1.6,13.127.247.216,tcp,66,0,44431,8081,0,47,42,47,42,0
1744263043.172896,192.168.1.6,13.127.247.216,tcp,66,0,44432,8081,0,47,42,47,42,0
1744263043.4048982,0.0.0.0,0.0.0.0,udp,91,0,51756,443,0,227,55,227,55,0
1744263043.4120364,0.0.0.0,0.0.0.0,udp,87,0,443,51756,0,227,26,227,26,0
1744263043.4193692,0.0.0.0,0.0.0.0,unknown,60,0,0,0,0,227,53,227,53,0
1744263043.6095128,0.0.0.0,0.0.0.0,unknown,42,0,0,0,0,227,53,227,53,0
1744263043.6105046,0.0.0.0,0.0.0.0,udp,159,0,6881,6881,0,227,36,227,36,0
1744263043.6135037,0.0.0.0,0.0.0.0,udp,483,0,6881,6881,0,227,36,227,36,0
1744263043.8389733,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,227,53,227,53,0
1744263043.8449945,0.0.0.0,0.0.0.0,unknown,78,0,0,0,0,227,53,227,53,0
1744263044.166396,192.168.1.6,13.127.247.216,tcp,66,0,44425,8081,0,47,42,47,42,0
1744263044.168383,192.168.1.6,13.127.247.216,tcp,66,0,44423,8081,0,47,42,47,42,0
1744263044.169381,192.168.1.6,13.127.247.216,tcp,66,0,44424,8081,0,47,42,47,42,0
1744263044.1713953,192.168.1.6,13.127.247.216,tcp,66,0,44426,8081,0,47,42,47,42,0
1744263044.1723816,192.168.1.6,13.127.247.216,tcp,66,0,44428,8081,0,47,42,47,42,0
1744263044.2158017,192.168.1.6,13.127.247.216,tcp,66,0,44430,8081,0,47,42,47,42,0
1744263044.2177973,192.168.1.6,13.127.247.216,tcp,66,0,44427,8081,0,47,42,47,42,0
1744263044.218809,192.168.1.6,13.127.247.216,tcp,66,0,44429,8081,0,47,42,47,42,0
1744263044.220808,192.168.1.6,13.127.247.216,tcp,66,0,44431,8081,0,47,42,47,42,0
1744263044.2227983,192.168.1.6,13.127.247.216,tcp,66,0,44432,8081,0,47,42,47,42,0
1744263044.2247968,0.0.0.0,0.0.0.0,udp,91,0,51756,443,0,227,55,227,55,0
1744263044.2257977,0.0.0.0,0.0.0.0,udp,87,0,443,51756,0,227,26,227,26,0
1744263044.377134,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,226,53,227,53,0
1744263044.3801289,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,225,53,227,53,0
1744263044.382134,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,225,53,227,53,0
1744263044.3861394,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,225,53,227,53,0
1744263044.3901434,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,225,53,227,53,0
1744263044.494005,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,225,53,227,53,0
1744263044.496109,0.0.0.0,0.0.0.0,udp,94,0,443,64265,0,225,3,227,3,0
1744263044.503112,0.0.0.0,0.0.0.0,udp,95,0,64265,443,0,225,54,227,55,0
1744263045.1547627,192.168.1.6,118.238.85.91,udp,146,0,6881,14373,0,1,1,1,1,0
1744263045.1557627,0.0.0.0,0.0.0.0,udp,166,0,6881,63616,0,219,1,227,1,0
1744263045.2733605,0.0.0.0,0.0.0.0,udp,127,0,6881,23333,0,219,1,227,1,0
1744263045.2743592,118.238.85.91,192.168.1.6,udp,338,0,14373,6881,0,14,5,14,5,0
1744263045.3486395,0.0.0.0,0.0.0.0,udp,172,0,18806,6881,0,219,36,227,36,0
1744263045.349669,0.0.0.0,0.0.0.0,udp,488,0,6881,18806,0,219,1,227,1,0
1744263045.8288453,0.0.0.0,0.0.0.0,udp,91,0,51756,443,0,213,50,227,55,0
1744263045.8357859,0.0.0.0,0.0.0.0,udp,87,0,443,51756,0,213,21,227,26,0
1744263046.0793052,0.0.0.0,0.0.0.0,udp,156,0,51413,6881,0,211,34,227,36,0
1744263046.082243,0.0.0.0,0.0.0.0,udp,471,0,6881,51413,0,211,1,227,1,0
1744263046.1670394,192.168.1.6,13.127.247.216,tcp,66,0,44424,8081,0,36,31,47,42,0
1744263046.1670394,192.168.1.6,13.127.247.216,tcp,66,0,44423,8081,0,36,31,47,42,0
1744263046.1680815,192.168.1.6,13.127.247.216,tcp,66,0,44425,8081,0,36,31,47,42,0
1744263046.1690824,192.168.1.6,13.127.247.216,tcp,66,0,44427,8081,0,35,30,47,42,0
1744263046.1709738,192.168.1.6,13.127.247.216,tcp,66,0,44431,8081,0,34,29,47,42,0
1744263046.1730833,192.168.1.6,13.127.247.216,tcp,66,0,44429,8081,0,32,27,47,42,0
1744263046.6734307,192.168.1.6,13.127.247.216,tcp,66,0,44428,8081,0,27,22,47,42,0
1744263046.6744206,192.168.1.6,13.127.247.216,tcp,66,0,44430,8081,0,27,22,47,42,0
1744263046.6754339,0.0.0.0,0.0.0.0,udp,166,0,45237,6881,0,201,34,227,36,0
1744263047.4032052,0.0.0.0,0.0.0.0,udp,482,0,6881,45237,0,197,1,227,1,0
1744263047.4042041,0.0.0.0,0.0.0.0,udp,181,0,15000,6881,0,197,33,227,36,0
1744263048.3929932,0.0.0.0,0.0.0.0,udp,690,0,6881,15000,0,193,2,227,2,0
1744263048.3929932,192.168.1.6,13.127.247.216,tcp,66,0,44445,8081,0,21,16,47,42,0
1744263048.4914463,0.0.0.0,0.0.0.0,tcp,75,0,43191,443,0,193,47,227,55,0
1744263048.4974399,0.0.0.0,0.0.0.0,tcp,86,0,443,43191,0,193,13,227,13,0
1744263048.8387449,0.0.0.0,0.0.0.0,unknown,42,0,0,0,0,192,43,227,53,0
1744263048.8437467,0.0.0.0,0.0.0.0,unknown,42,0,0,0,0,192,43,227,53,0
1744263048.8447294,0.0.0.0,0.0.0.0,unknown,60,0,0,0,0,192,43,227,53,0
1744263049.0382054,0.0.0.0,0.0.0.0,unknown,42,0,0,0,0,192,43,227,53,0
1744263049.0392032,0.0.0.0,0.0.0.0,udp,91,0,51756,443,0,192,47,227,55,0
1744263049.046099,0.0.0.0,0.0.0.0,udp,87,0,443,51756,0,192,19,227,26,0
1744263049.1218512,0.0.0.0,0.0.0.0,udp,190,0,6881,6881,0,192,31,227,36,0
1744263049.1228545,0.0.0.0,0.0.0.0,udp,154,0,6881,6881,0,192,31,227,36,0
1744263049.3934789,192.168.1.6,13.127.247.216,tcp,66,0,44445,8081,0,19,14,47,42,0
1744263049.4710815,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,190,43,227,53,0
1744263049.4815483,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,190,43,227,53,0
1744263049.482538,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,190,43,227,53,0
1744263049.485522,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,190,43,227,53,0
1744263049.4875236,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,190,43,227,53,0
1744263049.9009292,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,190,43,227,53,0
1744263049.9029248,0.0.0.0,0.0.0.0,udp,160,0,22618,6881,0,190,30,227,36,0
1744263050.1573348,0.0.0.0,0.0.0.0,udp,475,0,6881,22618,0,190,2,227,2,0
1744263050.1583488,192.168.1.6,123.200.41.18,udp,146,0,6881,6889,0,1,1,1,1,0
1744263050.267903,0.0.0.0,0.0.0.0,udp,166,0,6881,6701,0,190,1,227,1,0
1744263050.268905,0.0.0.0,0.0.0.0,udp,166,0,6881,7363,0,190,1,227,1,0
1744263050.2699044,123.200.41.18,192.168.1.6,udp,342,0,6889,6881,0,13,4,14,5,0
1744263051.6625583,0.0.0.0,0.0.0.0,udp,166,0,6881,6881,0,174,28,227,36,0
1744263051.6644545,0.0.0.0,0.0.0.0,udp,481,0,6881,6881,0,174,28,227,36,0
1744263051.8641744,0.0.0.0,0.0.0.0,udp,166,0,46144,6881,0,174,28,227,36,0
1744263051.8651743,0.0.0.0,0.0.0.0,udp,534,0,6881,46144,0,174,1,227,1,0
1744263051.9541333,192.168.1.6,13.127.247.216,udp,212,0,53491,8000,0,17,2,47,2,0
1744263052.3312373,192.168.1.6,192.168.1.1,udp,75,0,59240,53,0,3,3,3,3,0
1744263052.333341,192.168.1.6,192.168.1.1,udp,75,0,61734,53,0,3,3,3,3,0
1744263052.3412366,192.168.1.6,192.168.1.1,udp,75,0,58748,53,0,3,3,3,3,0
1744263052.342332,192.168.1.1,192.168.1.6,udp,125,0,53,59240,0,12,1,14,1,0
1744263052.3462386,192.168.1.1,192.168.1.6,udp,103,0,53,61734,0,12,1,14,1,0
1744263052.3483443,192.168.1.1,192.168.1.6,udp,91,0,53,58748,0,12,1,14,1,0
1744263052.350345,0.0.0.0,0.0.0.0,udp,1292,0,61407,443,0,169,45,227,55,0
1744263052.3532393,0.0.0.0,0.0.0.0,udp,1292,0,61407,443,0,169,45,227,55,0
1744263052.3553524,0.0.0.0,0.0.0.0,udp,141,0,61407,443,0,169,45,227,55,0
1744263052.3563404,0.0.0.0,0.0.0.0,udp,102,0,443,61407,0,169,15,227,15,0
1744263052.357332,0.0.0.0,0.0.0.0,udp,1292,0,443,61407,0,169,15,227,15,0
1744263052.3592424,0.0.0.0,0.0.0.0,udp,1292,0,443,61407,0,169,15,227,15,0
1744263052.3602345,0.0.0.0,0.0.0.0,udp,1292,0,61407,443,0,169,45,227,55,0
1744263052.3763337,0.0.0.0,0.0.0.0,udp,99,0,61407,443,0,169,45,227,55,0
1744263052.3773355,0.0.0.0,0.0.0.0,udp,99,0,61407,443,0,169,45,227,55,0
1744263052.390237,0.0.0.0,0.0.0.0,udp,1292,0,443,61407,0,169,15,227,15,0
1744263052.3932354,0.0.0.0,0.0.0.0,udp,1292,0,443,61407,0,169,15,227,15,0
1744263052.395233,0.0.0.0,0.0.0.0,udp,716,0,443,61407,0,169,15,227,15,0
1744263052.395233,0.0.0.0,0.0.0.0,udp,105,0,443,61407,0,169,15,227,15,0
