timestamp,src_ip,dst_ip,protocol,src_bytes,dst_bytes,src_port,dst_port,duration,count,srv_count,dst_host_count,dst_host_srv_count,logged_in
1744300691.560626,0.0.0.0,0.0.0.0,udp,177,0,61723,6881,0,173,46,173,46,0
1744300691.5616262,0.0.0.0,0.0.0.0,udp,576,0,6881,61723,0,173,2,173,2,0
1744300692.3417895,0.0.0.0,0.0.0.0,udp,163,0,9121,6881,0,173,46,173,46,0
1744300692.3437793,0.0.0.0,0.0.0.0,udp,518,0,6881,9121,0,173,33,173,33,0
1744300692.4259918,0.0.0.0,0.0.0.0,unknown,60,0,0,0,0,173,52,173,52,0
1744300692.444982,0.0.0.0,0.0.0.0,unknown,42,0,0,0,0,173,52,173,52,0
1744300692.4469774,192.168.1.6,192.168.1.4,tcp,164,0,11848,8009,0,12,12,12,12,0
1744300692.4499643,192.168.1.4,192.168.1.6,tcp,164,0,8009,11848,0,13,6,13,6,0
1744300692.4907875,192.168.1.6,192.168.1.4,tcp,54,0,11848,8009,0,12,12,12,12,0
1744300693.1788867,192.168.1.6,188.234.18.67,udp,146,0,6881,30301,0,1,1,1,1,0
1744300693.1798859,0.0.0.0,0.0.0.0,udp,166,0,6881,44303,0,173,1,173,1,0
1744300693.6279502,0.0.0.0,0.0.0.0,udp,166,0,6881,9121,0,171,33,173,33,0
1744300693.6299484,0.0.0.0,0.0.0.0,unknown,214,0,0,0,0,171,52,173,52,0
1744300695.3382585,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,166,50,173,52,0
1744300695.341255,0.0.0.0,0.0.0.0,unknown,78,0,0,0,0,166,50,173,52,0
1744300695.3443146,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,166,50,173,52,0
1744300695.3443146,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,166,50,173,52,0
1744300695.3452528,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,166,50,173,52,0
1744300695.3482516,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,166,50,173,52,0
1744300695.3492694,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,166,50,173,52,0
1744300695.6620839,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,164,49,173,52,0
1744300695.6642098,0.0.0.0,0.0.0.0,udp,128,0,443,50608,0,164,1,173,1,0
1744300695.7726066,0.0.0.0,0.0.0.0,tcp,74,0,443,14194,0,164,1,173,1,0
1744300696.877322,0.0.0.0,0.0.0.0,udp,163,0,9121,6881,0,164,44,173,46,0
1744300696.8844364,0.0.0.0,0.0.0.0,udp,518,0,6881,9121,0,164,31,173,33,0
1744300696.9448998,51.116.246.104,192.168.1.6,tcp,54,0,443,14154,0,12,1,13,1,0
1744300697.292102,0.0.0.0,0.0.0.0,tcp,113,0,443,14168,0,164,4,173,4,0
1744300697.2942739,0.0.0.0,0.0.0.0,tcp,98,0,443,14168,0,164,4,173,4,0
1744300697.2952747,0.0.0.0,0.0.0.0,tcp,74,0,443,14168,0,164,4,173,4,0
1744300697.3013046,0.0.0.0,0.0.0.0,tcp,74,0,14168,443,0,164,12,173,12,0
1744300697.3013046,0.0.0.0,0.0.0.0,tcp,74,0,14168,443,0,164,12,173,12,0
1744300697.3023036,0.0.0.0,0.0.0.0,tcp,74,0,14168,443,0,164,12,173,12,0
1744300697.3032892,0.0.0.0,0.0.0.0,tcp,74,0,14168,443,0,164,12,173,12,0
1744300697.3042967,0.0.0.0,0.0.0.0,tcp,74,0,443,14168,0,164,4,173,4,0
1744300697.4519334,192.168.1.6,192.168.1.4,tcp,164,0,11848,8009,0,10,10,12,12,0
1744300697.4539194,192.168.1.4,192.168.1.6,tcp,164,0,8009,11848,0,12,5,13,6,0
1744300697.495964,192.168.1.6,192.168.1.4,tcp,54,0,11848,8009,0,10,10,12,12,0
1744300697.515467,0.0.0.0,0.0.0.0,unknown,60,0,0,0,0,157,42,173,52,0
1744300697.8064852,0.0.0.0,0.0.0.0,unknown,42,0,0,0,0,154,41,173,52,0
1744300697.8073375,0.0.0.0,0.0.0.0,udp,177,0,8286,6881,0,154,44,173,46,0
1744300697.8288627,0.0.0.0,0.0.0.0,udp,491,0,6881,8286,0,154,4,173,4,0
1744300697.829963,0.0.0.0,0.0.0.0,udp,163,0,9121,6881,0,154,44,173,46,0
1744300697.9667242,0.0.0.0,0.0.0.0,udp,518,0,6881,9121,0,154,31,173,33,0
1744300697.9687252,0.0.0.0,0.0.0.0,udp,177,0,8286,6881,0,154,44,173,46,0
1744300698.0585148,0.0.0.0,0.0.0.0,udp,491,0,6881,8286,0,154,4,173,4,0
1744300698.0604513,0.0.0.0,0.0.0.0,udp,163,0,9121,6881,0,154,44,173,46,0
1744300698.0965505,0.0.0.0,0.0.0.0,udp,518,0,6881,9121,0,154,31,173,33,0
1744300698.0976593,192.168.1.6,13.127.247.216,tcp,66,0,14280,8081,0,68,68,68,68,0
1744300698.1443214,192.168.1.6,13.127.247.216,tcp,66,0,14279,8081,0,68,68,68,68,0
1744300698.1463232,0.0.0.0,0.0.0.0,udp,163,0,9121,6881,0,154,44,173,46,0
1744300698.1594193,0.0.0.0,0.0.0.0,udp,518,0,6881,9121,0,154,31,173,33,0
1744300698.160379,0.0.0.0,0.0.0.0,udp,94,0,443,56233,0,154,3,173,3,0
1744300698.1624215,0.0.0.0,0.0.0.0,udp,95,0,56233,443,0,154,12,173,12,0
1744300698.1853194,192.168.1.6,117.244.77.29,udp,146,0,6881,54998,0,1,1,1,1,0
1744300698.3194659,0.0.0.0,0.0.0.0,udp,166,0,6881,49745,0,154,1,173,1,0
1744300698.3205588,0.0.0.0,0.0.0.0,udp,166,0,6881,9121,0,154,31,173,33,0
1744300698.3225589,117.244.77.29,192.168.1.6,udp,317,0,54998,6881,0,12,4,13,4,0
1744300698.3685594,0.0.0.0,0.0.0.0,udp,481,0,49745,6881,0,154,44,173,46,0
1744300698.5305762,0.0.0.0,0.0.0.0,udp,163,0,9121,6881,0,154,44,173,46,0
1744300698.5325577,0.0.0.0,0.0.0.0,udp,518,0,6881,9121,0,154,31,173,33,0
1744300699.0389645,0.0.0.0,0.0.0.0,udp,163,0,9121,6881,0,152,43,173,46,0
1744300699.0400124,0.0.0.0,0.0.0.0,udp,518,0,6881,9121,0,152,30,173,33,0
1744300699.0959628,192.168.1.6,13.127.247.216,tcp,66,0,14280,8081,0,68,68,68,68,0
1744300699.0970562,192.168.1.6,13.127.247.216,tcp,66,0,14279,8081,0,68,68,68,68,0
1744300699.6437993,0.0.0.0,0.0.0.0,udp,163,0,9121,6881,0,143,43,173,46,0
1744300699.644789,0.0.0.0,0.0.0.0,udp,518,0,6881,9121,0,143,30,173,33,0
1744300699.7343621,0.0.0.0,0.0.0.0,udp,163,0,9121,6881,0,143,43,173,46,0
1744300699.7353632,0.0.0.0,0.0.0.0,udp,518,0,6881,9121,0,143,30,173,33,0
1744300699.8388948,0.0.0.0,0.0.0.0,udp,193,0,9121,6881,0,139,41,173,46,0
1744300699.8398895,0.0.0.0,0.0.0.0,udp,193,0,9121,6881,0,139,41,173,46,0
1744300699.9324684,0.0.0.0,0.0.0.0,udp,158,0,6881,9121,0,139,30,173,33,0
1744300699.9344563,0.0.0.0,0.0.0.0,udp,158,0,6881,9121,0,139,30,173,33,0
1744300699.93547,0.0.0.0,0.0.0.0,udp,163,0,9121,6881,0,139,41,173,46,0
1744300700.3390617,0.0.0.0,0.0.0.0,udp,518,0,6881,9121,0,128,26,173,33,0
1744300700.3410764,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,128,39,173,52,0
1744300700.3420708,0.0.0.0,0.0.0.0,unknown,78,0,0,0,0,128,39,173,52,0
1744300700.3430576,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,128,39,173,52,0
1744300700.3450608,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,128,39,173,52,0
1744300700.3460646,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,128,39,173,52,0
1744300700.3470657,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,128,39,173,52,0
1744300700.3480735,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,128,39,173,52,0
1744300700.4193661,0.0.0.0,0.0.0.0,unknown,86,0,0,0,0,127,39,173,52,0
1744300700.420271,0.0.0.0,0.0.0.0,tcp,132,0,65338,443,0,127,7,173,12,0
1744300700.5361743,0.0.0.0,0.0.0.0,tcp,121,0,443,65338,0,125,1,173,1,0
1744300700.5761936,0.0.0.0,0.0.0.0,tcp,74,0,65338,443,0,125,7,173,12,0
1744300700.733423,0.0.0.0,0.0.0.0,udp,163,0,9121,6881,0,125,36,173,46,0
1744300700.7344053,0.0.0.0,0.0.0.0,udp,518,0,6881,9121,0,125,25,173,33,0
1744300701.0961802,192.168.1.6,13.127.247.216,tcp,66,0,14280,8081,0,65,65,68,68,0
1744300701.314021,0.0.0.0,0.0.0.0,tcp,125,0,65383,443,0,123,7,173,12,0
1744300701.4210997,0.0.0.0,0.0.0.0,tcp,114,0,443,65383,0,123,1,173,1,0
1744300701.46109,0.0.0.0,0.0.0.0,tcp,74,0,65383,443,0,123,7,173,12,0
1744300701.7311149,0.0.0.0,0.0.0.0,udp,163,0,9121,6881,0,121,34,173,46,0
1744300701.7331161,0.0.0.0,0.0.0.0,udp,518,0,6881,9121,0,121,23,173,33,0
1744300702.0394788,0.0.0.0,0.0.0.0,udp,163,0,9121,6881,0,114,30,173,46,0
1744300702.0414743,0.0.0.0,0.0.0.0,udp,518,0,6881,9121,0,114,20,173,33,0
1744300702.4571044,192.168.1.6,192.168.1.4,tcp,164,0,11848,8009,0,8,8,12,12,0
1744300702.4601076,192.168.1.4,192.168.1.6,tcp,164,0,8009,11848,0,9,4,13,6,0
1744300702.500385,192.168.1.6,192.168.1.4,tcp,54,0,11848,8009,0,8,8,12,12,0
1744300702.5872037,0.0.0.0,0.0.0.0,unknown,60,0,0,0,0,102,31,173,52,0
1744300702.9347045,0.0.0.0,0.0.0.0,unknown,42,0,0,0,0,100,31,173,52,0
1744300702.93775,0.0.0.0,0.0.0.0,udp,163,0,9121,6881,0,100,29,173,46,0
1744300703.18562,0.0.0.0,0.0.0.0,udp,518,0,6881,9121,0,100,18,173,33,0
1744300703.1876261,192.168.1.6,117.26.112.46,udp,146,0,6881,8081,0,1,1,1,1,0
1744300703.288929,0.0.0.0,0.0.0.0,udp,166,0,6881,15000,0,100,1,173,1,0
1744300703.288929,0.0.0.0,0.0.0.0,udp,166,0,6881,9121,0,100,18,173,33,0
1744300703.2899415,192.168.1.6,13.127.247.216,tcp,66,0,14294,8081,0,63,63,68,68,0
1744300703.502186,192.168.1.6,13.127.247.216,tcp,66,0,14293,8081,0,63,63,68,68,0
1744300703.5032022,192.168.1.6,13.127.247.216,tcp,66,0,14292,8081,0,63,63,68,68,0
1744300703.5042017,192.168.1.6,13.127.247.216,tcp,66,0,14295,8081,0,63,63,68,68,0
1744300703.5061884,192.168.1.6,13.127.247.216,tcp,66,0,14296,8081,0,63,63,68,68,0
1744300703.508213,192.168.1.6,13.127.247.216,tcp,66,0,14297,8081,0,63,63,68,68,0
1744300703.5092125,0.0.0.0,0.0.0.0,udp,451,0,15000,6881,0,97,29,173,46,0
1744300703.6684463,117.26.112.46,192.168.1.6,udp,317,0,8081,6881,0,9,3,13,4,0
1744300703.8393872,0.0.0.0,0.0.0.0,unknown,42,0,0,0,0,95,31,173,52,0
1744300703.8403857,0.0.0.0,0.0.0.0,unknown,42,0,0,0,0,95,31,173,52,0
1744300704.244472,192.168.1.6,52.187.79.109,tcp,55,0,65345,443,0,1,1,1,1,0
1744300704.2853677,52.187.79.109,192.168.1.6,tcp,66,0,443,65345,0,9,1,13,1,0
1744300704.2893665,192.168.1.6,13.127.247.216,tcp,66,0,14292,8081,0,63,63,68,68,0
1744300704.2923682,192.168.1.6,13.127.247.216,tcp,66,0,14294,8081,0,63,63,68,68,0
1744300704.2944622,192.168.1.6,13.127.247.216,tcp,66,0,14295,8081,0,63,63,68,68,0
1744300704.29637,192.168.1.6,13.127.247.216,tcp,66,0,14293,8081,0,63,63,68,68,0
1744300704.2983696,192.168.1.6,13.127.247.216,tcp,66,0,14296,8081,0,63,63,68,68,0
1744300704.3203785,192.168.1.6,13.127.247.216,tcp,66,0,14297,8081,0,63,63,68,68,0
1744300704.3219938,192.168.1.6,34.237.73.95,tcp,296,0,5850,443,0,2,2,2,2,0
1744300704.5420516,34.237.73.95,192.168.1.6,tcp,319,0,443,5850,0,8,1,13,1,0
1744300704.5830758,192.168.1.6,34.237.73.95,tcp,54,0,5850,443,0,2,2,2,2,0
1744300705.2731478,0.0.0.0,0.0.0.0,udp,177,0,60792,6881,0,89,26,173,46,0
